Test_Time,Current_A,Voltage_V
28744.4535,2.061073065,3.692182541
28745.4535,1.885638833,3.67340827
28746.45353,1.768995762,3.661097288
28747.46367,1.500585198,3.624164104
28748.46476,1.198928475,3.58107543
28749.47453,0.881869614,3.533985853
28750.47481,0.000190588,3.396717787
28751.48482,0.000190588,3.395179033
28752.49473,0.000190588,3.394871235
28753.49482,0.000190588,3.394255638
28754.50462,0.000190588,3.394255638
28755.50463,0.000190588,3.39394784
28756.50612,0.000190588,3.39394784
28757.51598,0.000190588,3.394255638
28758.51727,0.000378419,3.39394784
28759.51729,0.000190588,3.39394784
28760.52726,0.000190588,3.394255638
28761.52727,0.000190588,3.394255638
28762.53718,0.000190588,3.394255638
28763.53854,0.000190588,3.394255638
28764.53982,0.000190588,3.394563437
28765.53983,0.000190588,3.394563437
28766.54987,0.000190588,3.394563437
28767.55107,2.76E-06,3.394563437
28768.55109,0.000190588,3.394871235
28769.55111,2.76E-06,3.394871235
28770.55122,0.000190588,3.395179033
28771.56103,0.000190588,3.395179033
28772.56114,0.000190588,3.395179033
28773.56123,0.000190588,3.395179033
28774.57112,0.000190588,3.395486832
28775.58117,0.000190588,3.395486832
28776.59105,0.000190588,3.395486832
28777.59113,0.000190588,3.39579463
28778.60116,0.000190588,3.395486832
28779.60116,0.000190588,3.396102428
28780.61108,0.000190588,3.39579463
28781.61108,0.000190588,3.39579463
28782.6136,0.000190588,3.396102428
28783.61485,0.000190588,3.396102428
28784.61486,0.000190588,3.396102428
28785.62486,0.000378419,3.396409988
28786.62488,0.000378419,3.396409988
28787.63487,0.000190588,3.396409988
28788.63489,0.000190588,3.396717787
28789.63489,0.000190588,3.396409988
28790.63615,0.000190588,3.396409988
28791.63616,0.000190588,3.396717787
28792.63751,-1.013158083,3.23605895
28793.64742,-1.393515944,3.172041655
28794.64744,-1.768802404,3.108024359
28795.64748,-2.197432995,3.035389185
28796.64754,-2.757733107,2.940901995
28797.65745,-3.220548868,2.860880375
28798.65753,-2.816524267,2.917510986
28799.65759,-2.719227791,2.928283215
28800.65761,-2.153856039,3.012921572
28801.65771,-1.173565745,3.166193962
28802.65789,0.263341933,3.393024683
28803.65897,0.180696249,3.38348341
28804.66903,0.073256873,3.368402481
28805.66908,-0.715633631,3.245292187
28806.67879,-0.594482601,3.263143301
28807.67889,-0.599366188,3.262219906
28808.68887,-0.876980543,3.218208075
28809.68892,-2.070834875,3.027694702
28810.69891,0.268413365,3.393332243
28811.70895,1.354828238,3.568148851
28812.71887,0.589416683,3.452117443
28813.72897,1.55486834,3.606928587
28814.73884,0.672062337,3.471815109
28815.74024,0.102558523,3.38317585
28816.75011,-0.98479557,3.21082139
28817.75012,-0.652710199,3.260680914
28818.75012,-1.510534763,3.123413086
28819.75014,-2.577415228,2.951366425
28820.75014,-2.972236156,2.883655787
28821.75015,-3.849219322,2.739309072
28822.75018,-3.849219322,2.732845783
28823.75028,-3.849219322,2.726997852
28824.75029,-3.849219322,2.722073555
28825.76018,-2.436541796,2.941209793
28826.7602,-3.849219322,2.716533661
28827.76021,-2.90405345,2.861495972
28828.76023,-3.849219322,2.710070372
28829.76031,-3.688436031,2.731922388
28830.76034,-3.849219322,2.703299284
28831.76045,-2.811640501,2.864265919
28832.76046,-2.645410061,2.889811277
28833.77025,-2.494769573,2.912278891
28834.78027,-1.013158083,3.145572901
28835.78153,-0.618337154,3.209590197
28836.78163,-0.842795253,3.176042795
28837.78175,-0.604249775,3.214822531
28838.79165,-0.988927841,3.155421734
28839.79167,-0.988740027,3.155729532
28840.79298,-0.988927841,3.155729532
28841.79303,-0.988927841,3.156037331
28842.80293,-1.427701235,3.086787701
28843.80294,-1.43746841,3.08463335
28844.80304,-2.099948645,2.97968173
28845.80306,-2.358779907,2.937516451
28846.81311,-2.407052517,2.927975416
28847.82286,-1.997580647,2.991069555
28848.82297,-2.260919809,2.948904276
28849.82298,-2.533838511,2.904892206
28850.82301,-2.109715939,2.970140696
28851.82311,-2.377750874,2.927359819
28852.82312,-2.904241323,2.843029261
28853.83313,-3.849219322,2.691911459
28854.83316,-3.810526133,2.694681406
28855.84303,-2.67001605,2.87257576
28856.8431,-2.197245121,2.946749687
28857.84329,-1.690852523,3.026771545
28858.84443,-1.193288088,3.10586977
28859.84445,-0.720517218,3.182198286
28860.84447,-1.418121815,3.073245525
28861.85444,-1.919443011,2.994147301
28862.85446,-2.216967344,2.946749687
28863.86446,-2.499653101,2.901199102
28864.86447,-1.992509246,2.979989529
28865.87428,-2.552809238,2.891657829
28866.87452,-2.036649466,2.971987486
28867.88438,-2.344129086,2.923358917
28868.8845,-1.817075014,3.005534887
28869.89438,-1.564066529,3.045853615
28870.90431,-1.100875139,3.119411945
28871.9044,-1.549227953,3.049546957
28872.90457,-1.549227953,3.049854755
28873.91433,-1.549227953,3.049854755
28874.91433,-1.549040079,3.049854755
28875.91433,-1.549227953,3.050162315
28876.91571,-1.290960193,3.09109664
28877.91583,-0.808422148,3.167732716
28878.92571,-0.794334829,3.170810461
28879.93562,0.150831103,3.320697308
28880.93563,-0.209428892,3.266836643
28881.93564,-0.44778651,3.22990346
28882.93575,-0.940279603,3.153267384
28883.93587,-0.672432482,3.195740223
28884.94568,-1.115525961,3.126490831
28885.94581,-2.119482994,2.967678547
28886.94589,-1.623045564,3.044314623
28887.94591,-1.627365708,3.043391466
28888.9558,-1.38374877,3.081247807
28889.9657,-0.677128255,3.192970276
28890.9657,-0.404209703,3.237597942
28891.96591,-0.399326116,3.239444494
28892.96595,-0.379791677,3.243445635
28893.97582,-0.101989515,3.288073063
28894.97587,-1.997580647,2.990761757
28895.98574,-0.35030219,3.248677731
28896.98601,-1.027996659,3.142495155
28897.99584,-0.837911665,3.172657251
28898.99708,-0.82307303,3.175427198
28899.99714,-1.475973845,3.072322369
28900.99732,-1.072324872,3.135416269
28902.00706,-3.849219322,2.697143793
28903.0072,0.204926461,3.332392693
28904.01706,-3.849219322,2.695604801
28905.01711,-1.34505558,3.086479902
28906.02709,-2.616671801,2.886425734
28907.02709,-3.849219322,2.689757109
28908.02709,-2.743270159,2.861495972
28909.02721,-1.983305573,2.980912924
28910.03713,-2.543605566,2.892273426
28911.04727,-1.515418291,3.053547859
28912.05713,-1.05260253,3.127414227
28913.05713,0.009957804,3.296382904
28914.05716,0.165669769,3.323159456
28915.0584,0.45812273,3.371480227
28916.0585,0.764663041,3.422263384
28917.06842,0.638628423,3.404720068
28918.06846,-1.237616181,3.110178709
28919.07838,-1.237616181,3.109563112
28920.07841,-0.311609,3.25514102
28921.07855,0.648583472,3.407490015
28922.08846,-0.988740027,3.151112795
28923.08975,-1.378865123,3.089249849
28924.09972,-0.988740027,3.14988184
28925.10098,-0.248685583,3.267144203
28926.101,-0.959814012,3.155729532
28927.10224,-1.120409608,3.130184174
28928.10226,-1.120409608,3.129876375
28929.10233,-0.229151145,3.270221949
28930.10239,0.014841412,3.309925079
28931.11228,0.01991285,3.312387228
28932.1124,0.501699567,3.389023542
28933.1223,0.774805903,3.433958769
28934.12245,0.769734502,3.434882164
28935.13231,0.882057488,3.45457983
28936.13232,0.872102439,3.45488739
28937.13484,0.755459309,3.437652111
28938.13484,1.466775656,3.548758984
28939.13494,1.125486493,3.50105381
28940.14486,1.369291306,3.538602591
28941.14489,0.964890957,3.479201794
28942.14495,0.964890957,3.479201794
28943.14497,0.828713477,3.458888531
28944.14504,0.540956259,3.414568901
28945.15501,0.453239143,3.400718927
28946.15619,0.135992453,3.349012613
28947.1562,0.319127738,3.38317585
28948.15651,0.867218792,3.464428425
28949.15764,1.520119667,3.567533493
28950.15767,1.720347524,3.60200429
28951.16778,0.574577987,3.429034233
28952.16895,0.365709841,3.394563437
28953.1787,0.156090379,3.361631393
28954.17886,0.506583154,3.414876699
28955.18886,0.463194191,3.409336805
28956.18894,0.82382983,3.465044022
28957.19875,0.370405644,3.397025585
28958.19886,0.000190588,3.33916378
28959.19896,0.000190588,3.337932825
28960.19898,0.000190588,3.337317228
28961.19903,0.000378419,3.337625027
28962.20902,0.000378419,3.337317228
28963.21879,0.000190588,3.337317228
28964.21895,0.000190588,3.337317228
28965.21903,0.000190588,3.33700943
28966.22891,0.000378419,3.337317228
28967.22904,0.000190588,3.33700943
28968.23029,0.000190588,3.33700943
28969.2403,0.000190588,3.336701632
28970.2501,0.000190588,3.33700943
28971.2502,0.000190588,3.336701632
28972.25036,0.000190588,3.33700943
28973.25045,0.000190588,3.336701632
28974.26024,0.000190588,3.336701632
28975.26027,-0.321376204,3.286841869
28976.26035,-1.023113132,3.17727375
28977.27025,-1.608206868,3.083709955
28978.28016,-1.948932409,3.027387142
28979.28025,-2.367795706,2.959676266
28980.28152,-2.719227791,2.901506662
28981.28154,-2.67997098,2.903661251
28982.29144,-2.962468863,2.856571436
28983.29146,-1.626989961,3.06155014
28984.29157,-2.094501495,2.989530563
28985.29166,-2.021998644,2.998456001
28986.2917,-2.28007865,2.956906319
28987.30157,-3.030275822,2.838104963
28988.30164,-1.564066529,3.063396692
28989.30171,-1.618161917,3.055702448
28990.31161,-1.261470675,3.111102104
28991.31172,-1.539085031,3.068321228
28992.32161,-1.695924044,3.042775869
28993.32162,-1.909487963,3.008612633
28994.32167,-0.764657557,3.186199188
28995.33166,-1.037763953,3.144957304
28996.33167,-0.413976938,3.242830038
28997.34167,-0.048645489,3.300999641
28998.35157,-0.867213309,3.1751194
28999.35158,-1.822146416,3.025232553
29000.35168,-1.427889109,3.08463335
29001.35169,-0.63317579,3.208359241
29002.35183,-0.632987976,3.209590197
29003.36171,-0.63317579,3.209897995
29004.36172,-0.632987976,3.210513592
29005.36179,-0.63317579,3.21082139
29006.37164,-0.75019455,3.192662477
29007.37174,-1.105570912,3.13726306
29008.37178,-0.764845371,3.18989253
29009.37193,-0.462625176,3.237290144
29010.38178,0.048651006,3.317927361
29011.38182,0.501511693,3.390254498
29012.38191,0.584533036,3.405335665
29013.39179,0.219389454,3.350243807
29014.40171,1.471847057,3.546604633
29015.4117,1.60314095,3.570919037
29016.41171,1.939734221,3.626010895
29017.4118,1.417939544,3.548143625
29018.41183,1.310500145,3.533062458
29019.41184,1.184277654,3.514903784
29020.41194,1.023682117,3.490897179
29021.41198,0.599559546,3.425956488
29022.42199,0.000190588,3.332392693
29023.42318,0.000378419,3.331777096
29024.42323,0.000190588,3.331161737
29025.42326,0.000378419,3.331469536
29026.42451,0.000190588,3.331161737
29027.42451,0.000190588,3.331161737
29028.42577,0.000190588,3.331161737
29029.43579,2.76E-06,3.330853939
29030.43582,0.000190588,3.331161737
29031.44579,-0.803538561,3.206204653
29032.4458,-1.028184533,3.169271708
29033.4458,-1.641828656,3.071398973
29034.45535,-2.236501932,2.975988388
29035.45581,-2.635642767,2.91012454
29036.45584,-3.103717804,2.833796024
29037.45585,-3.849219322,2.712840319
29038.45662,-3.43016839,2.773779869
29039.45712,-1.135248184,3.129260778
29040.45713,-2.733314991,2.881501436
29041.45715,-2.363100052,2.936900854
29042.46717,-1.798104048,3.024001598
29043.46717,-0.638059378,3.205281496
29044.47712,-0.306537539,3.25914216
29045.47716,0.009957804,3.309925079
29046.47717,0.073256873,3.321620703
29047.47725,0.136180282,3.333008289
29048.48719,0.36063841,3.369325876
29049.4872,1.705696702,3.581383228
29050.48722,1.745141268,3.591847658
29051.48724,1.47654283,3.553067923
29052.48825,1.174510479,3.508132696
29053.48826,0.862523019,3.460735321
29054.49849,0.000190588,3.327160597
29055.5082,0.000190588,3.326237202
29056.50844,0.000190588,3.325929403
29057.50854,0.000190588,3.325929403
29058.51845,0.000190588,3.326237202
29059.51852,0.000190588,3.326237202
29060.51853,0.000190588,3.326545
29061.52854,0.000190588,3.326852798
29062.52856,0.000190588,3.327160597
29063.53843,0.000190588,3.327160597
29064.53858,0.000190588,3.327468395
29065.53858,0.000190588,3.327776194
29066.53874,0.000378419,3.328083992
29067.53962,2.76E-06,3.327776194
29068.53964,0.000190588,3.32839179
29069.53964,0.000190588,3.32839179
29070.53965,0.000190588,3.32839179
29071.53966,0.000190588,3.329007149
29072.5397,0.000190588,3.329314947
29073.54967,0.000190588,3.329314947
29074.55968,0.000190588,3.329314947
29075.56093,0.000378419,3.329930544
29076.57116,-1.013158083,3.171426058
29077.58108,-1.39332819,3.109563112
29078.58119,-1.768802404,3.048623562
29079.59118,-2.197432995,2.979373932
29080.59119,-2.757733107,2.888580084
29081.60072,-3.220736742,2.812251806
29082.60122,-3.849219322,2.709762573
29083.61121,-3.849219322,2.705453634
29084.61123,-2.12436676,2.972602844
29085.62125,-2.099760771,2.976296186
29086.63103,-3.849219322,2.700529337
29087.63126,-2.738198519,2.871344805
29088.64114,-1.39332819,3.081247807
29089.64241,-2.392589331,2.925205469
29090.64246,-1.047531128,3.134800673
29091.64252,-1.403283238,3.080324411
29092.65248,-1.432772636,3.075707912
29093.65257,-0.44778651,3.22990346
29094.66243,-0.750006735,3.184352636
29095.66247,-0.754890323,3.184352636
29096.66255,-0.262585074,3.262219906
29097.67246,-0.067804262,3.293920755
29098.6726,-1.086224318,3.135108471
29099.67262,-0.63317579,3.205589056
29100.67271,0.053534612,3.31392622
29101.68258,-0.433699191,3.239444494
29102.68262,-0.428815573,3.240060091
29103.68262,-0.243801981,3.270221949
29104.69264,-0.609321237,3.213591337
29105.70244,-0.609321237,3.213283539
29106.70255,-0.609321237,3.213283539
29107.70266,-0.609321237,3.213591337
29108.70281,-0.609133422,3.213899136
29109.70393,-0.238730535,3.272376537
29110.71373,-0.784567654,3.186814785
29111.71392,-0.789451241,3.186199188
29112.72374,-1.067253351,3.141879559
29113.72394,-0.058412705,3.300076246
29114.72395,-0.238918364,3.272992134
29115.72397,-0.599366188,3.217284679
29116.73391,-0.599366188,3.216976881
29117.73398,-0.233846933,3.274530888
29118.74388,-0.229151145,3.276377678
29119.74393,-0.404397547,3.248985529
29120.74401,0.579837263,3.403488874
29121.74403,0.98461324,3.469352961
29122.74404,1.266923308,3.515827179
29123.74404,1.335106015,3.529369116
29124.74523,1.43277812,3.546604633
29125.7453,1.540029764,3.565686703
29126.75531,1.28157413,3.526906967
29127.75657,1.281762004,3.528753757
29128.75661,1.03288579,3.491204977
29129.76658,0.658350646,3.43365097
29130.76658,0.000190588,3.330238342
29131.76661,0.000190588,3.329930544
29132.76663,2.76E-06,3.329622746
29133.77666,0.000378419,3.329314947
29134.77788,0.000190588,3.329314947
29135.78788,0.000190588,3.329314947
29136.79794,0.000378419,3.329622746
29137.80779,2.76E-06,3.329007149
29138.80779,0.000190588,3.329314947
29139.80785,-0.38448745,3.269298792
29140.80792,-0.725400865,3.215130329
29141.80793,-0.642755151,3.227133512
29142.81751,-0.35030219,3.272068739
29143.81799,-1.100687385,3.15419054
29144.82784,-0.687083304,3.217592478
29145.82797,-0.638059378,3.224978924
29146.82923,-0.993811429,3.168656111
29147.82924,-1.530256987,3.08278656
29148.83923,-1.681085348,3.057241201
29149.84914,-1.573645949,3.072322369
29150.84915,-1.344679832,3.107408762
29151.84923,-1.300727367,3.112948656
29152.84932,-1.159854054,3.134800673
29153.8592,-1.286076546,3.114487648
29154.86906,-1.39332819,3.096636534
29155.86915,-1.213010311,3.123720884
29156.86922,-1.135248184,3.135724068
29157.8693,-0.837911665,3.182198286
29158.8701,-0.511273444,3.233596802
29159.87033,-0.369836628,3.256372213
29160.87058,-0.369836628,3.25698781
29161.87161,-0.369648784,3.257603168
29162.87315,-0.369836628,3.257603168
29163.87442,-0.369836628,3.258218765
29164.8843,-1.135248184,3.137878418
29165.88445,-0.614204824,3.218823433
29166.89458,-0.618524969,3.218208075
29167.89544,0.073256873,3.326852798
29168.9056,0.073256873,3.327776194
29169.90564,-0.077571474,3.305616379
29170.91572,-0.369836628,3.259757757
29171.91815,-0.369836628,3.259757757
29172.92818,0.175624803,3.345627069
29173.92944,0.599371731,3.413337708
29174.93948,1.588490129,3.570919037
29175.94946,1.281762004,3.525676012
29176.95072,1.033073664,3.48843503
29177.96074,2.76E-06,3.326852798
29178.96202,0.000190588,3.326852798
29179.97186,0.000190588,3.326237202
29180.98189,0.000190588,3.326545
29181.98323,0.000378419,3.326852798
29182.98701,0.000378419,3.326852798
29183.98879,0.000378419,3.327160597
29184.99073,0.000378419,3.327160597
29185.99219,0.000190588,3.327468395
29186.99415,0.000190588,3.327468395
29187.99666,0.000190588,3.327776194
29188.99709,0.000190588,3.327776194
29189.99924,0.000378419,3.328083992
29190.99957,0.000190588,3.328083992
29192.00098,0.000190588,3.328083992
29193.00331,0.000190588,3.32839179
29194.00334,0.000190588,3.32839179
29195.01308,2.76E-06,3.32839179
29196.0146,0.000190588,3.32839179
29197.02439,0.000378419,3.329007149
29198.02595,-1.013345838,3.169271708
29199.02692,-1.39332819,3.10771656
29200.02715,-1.768802404,3.04677701
29201.03689,-2.173202753,2.980912924
29202.0369,-1.281005144,3.118796349
29203.03968,-1.25715065,3.121566296
29204.0409,-1.062369823,3.151420593
29205.04093,-0.209241062,3.286226511
29206.05094,-0.209428892,3.286841869
29207.06094,-0.609321237,3.224055767
29208.06098,-0.399326116,3.25698781
29209.07082,-0.209428892,3.287765265
29210.07198,-0.014272405,3.318542957
29211.072,0.102558523,3.337625027
29212.07346,-0.111756735,3.304692984
29213.07468,0.029116573,3.327160597
29214.07585,-0.604249775,3.227749109
29215.076,-0.311796814,3.273299932
29216.07725,-0.111756735,3.305000782
29217.07851,0.063489661,3.333008289
29218.0797,-0.106685288,3.306539536
29219.07978,-0.199661672,3.292074203
29220.08957,-0.296958178,3.276993036
29221.09337,-0.604437649,3.228056908
29222.09358,-0.701734126,3.212052345
29223.09484,-1.00846231,3.163116217
29224.09484,-0.862329721,3.185276031
29225.09485,-1.208126664,3.129876375
29226.10489,-1.057486176,3.152959585
29227.10612,-0.379791677,3.25914216
29228.10614,-0.38448745,3.258834362
29229.11565,-0.745123088,3.202203751
29230.11607,-0.725588679,3.204665899
29231.11616,-0.740239501,3.202203751
29232.11741,-0.442902923,3.248677731
29233.11742,-0.311796814,3.269298792
29234.11742,-0.311796814,3.269914389
29235.12748,-0.516344845,3.237597942
29236.13746,-1.441976428,3.09109664
29237.14744,-1.476161599,3.080324411
29238.14745,-1.471090198,3.083094358
29239.14766,-1.00846231,3.154806137
29240.14872,-1.00846231,3.154806137
29241.14873,1.7051332,3.576766729
29242.15851,1.564823389,3.563840151
29243.15875,1.262227535,3.52013588
29244.15875,0.940848589,3.472122908
29245.15877,0.000378419,3.328083992
29246.15878,2.76E-06,3.325313807
29247.16878,2.76E-06,3.325006247
29248.17006,0.000190588,3.325313807
29249.18,0.000190588,3.325313807
29250.18007,0.000190588,3.325313807
29251.18007,0.000190588,3.325313807
29252.19004,0.000190588,3.325621605
29253.19008,0.000378419,3.326237202
29254.19008,0.000190588,3.326237202
29255.19011,0.000190588,3.326545
29256.20008,0.000378419,3.326852798
29257.2001,0.000190588,3.326545
29258.20135,2.76E-06,3.326852798
29259.21138,0.000190588,3.327468395
29260.21139,0.000378419,3.327468395
29261.22139,0.000190588,3.327468395
29262.22143,0.000378419,3.327776194
29263.23139,0.000190588,3.327776194
29264.23142,0.000378419,3.328083992
29265.23143,0.000190588,3.328083992
29266.23159,0.000190588,3.328083992
29267.23268,0.000190588,3.32839179
29268.23395,0.000190588,3.32869935
29269.23499,0.000378419,3.329007149
29270.235,0.000190588,3.32869935
29271.23625,0.000190588,3.329007149
29272.23628,0.000378419,3.329314947
29273.24626,0.000190588,3.329314947
29274.24753,-0.623220742,3.232981205
29275.24756,-0.789451241,3.205281496
29276.25783,-1.651408076,3.069859982
29277.26779,-1.340171933,3.114487648
29278.27777,-1.583600998,3.075400114
29279.27779,-1.1596663,3.13941741
29280.27779,-1.125293255,3.144341707
29281.27781,-1.92939806,3.018153667
29282.28795,-2.080789804,2.991992712
29283.28883,-1.593556046,3.065243483
29284.28909,-1.515606165,3.076631069
29285.29034,-1.490812421,3.079708815
29286.30035,-1.690852523,3.047700167
29287.30038,-1.300727367,3.106793165
29288.31026,-0.735355914,3.195124865
29289.31036,-0.886935592,3.172349453
29290.3104,-0.545458674,3.225594521
29291.32038,-0.550342262,3.225594521
29292.32039,-0.399138272,3.249293327
29293.33038,-0.632987976,3.213899136
29294.3304,-0.555225909,3.225902319
29295.33041,-0.404209703,3.249293327
29296.33043,0.126413062,3.332700491
29297.33144,0.126413062,3.334547281
29298.33145,0.979729652,3.468737364
29299.33148,1.081721902,3.487511635
29300.33149,1.291529179,3.522598267
29301.3315,0.759779453,3.441960812
29302.33151,0.604255319,3.418570042
29303.33151,0.740808487,3.440729856
29304.33152,0.000190588,3.326545
29305.33153,0.000190588,3.325621605
29306.33154,0.000190588,3.325313807
29307.34154,0.000190588,3.325313807
29308.34171,0.000190588,3.325929403
29309.35156,0.000190588,3.325929403
29310.35159,0.000378419,3.325929403
29311.36157,0.000378419,3.325929403
29312.36158,0.000190588,3.326237202
29313.36159,0.000190588,3.326545
29314.3616,0.000378419,3.326545
29315.3616,0.000190588,3.326545
29316.36162,0.000190588,3.326852798
29317.36287,2.76E-06,3.327160597
29318.36288,0.000190588,3.327468395
29319.36289,0.000190588,3.327468395
29320.3729,0.000190588,3.327776194
29321.37294,2.76E-06,3.327776194
29322.38292,-0.442902923,3.258834362
29323.39288,-0.604437649,3.232981205
29324.39293,-0.37490806,3.268067598
29325.39294,-0.672432482,3.220978022
29326.39296,-1.349751353,3.114487648
29327.40296,-1.315378189,3.117257595
29328.40297,-1.539085031,3.08063221
29329.40297,-0.984607697,3.165578365
29330.40298,-1.568762302,3.073861122
29331.40299,-0.491926819,3.240367889
29332.403,-0.009388796,3.317003965
29333.40301,-0.199473843,3.28868866
29334.40301,-1.623045564,3.066474438
29335.41302,-1.145015478,3.138186216
29336.41428,-1.105570912,3.143726349
29337.41566,-1.632061481,3.060626745
29338.42555,-1.358955026,3.101253271
29339.42557,-0.311796814,3.264374256
29340.42562,0.083024092,3.327468395
29341.43557,-0.984607697,3.162192822
29342.44558,-1.013345838,3.156345129
29343.44559,-0.540387213,3.229287863
29344.44559,0.394260168,3.376404762
29345.4456,0.350871205,3.371480227
29346.44561,0.438588321,3.386868954
29347.44561,1.071954727,3.487203836
29348.44562,1.057303905,3.487511635
29349.45562,0.789456725,3.447808743
29350.45564,2.76E-06,3.325006247
29351.45689,0.000190588,3.324698448
29352.4569,0.000378419,3.324698448
29353.45691,0.000378419,3.325006247
29354.46693,0.000190588,3.325006247
29355.47692,0.000190588,3.325313807
29356.47694,-0.043949712,3.318235159
29357.4871,-0.837911665,3.194201469
29358.49695,-1.027996659,3.163116217
29359.49697,-1.603323221,3.071091175
29360.50697,-1.963583231,3.012305975
29361.50715,-1.1596663,3.135724068
29362.51698,-1.681085348,3.053547859
29363.52699,-1.821958661,3.029233694
29364.52826,-1.661550879,3.052932501
29365.52951,-2.094689369,2.983990669
29366.52952,-2.017115116,2.993531704
29367.52953,-1.924326539,3.006458282
29368.5308,-1.563878775,3.061857939
29369.5408,-1.632061481,3.050470114
29370.5408,-1.144827604,3.126183033
29371.54082,-1.037763953,3.143110752
29372.55082,-0.779684007,3.18373704
29373.55082,-0.930512369,3.160346031
29374.56083,-0.808422148,3.179735899
29375.56084,-0.433699191,3.238828897
29376.56085,0.015029243,3.309925079
29377.56085,-0.267844349,3.267144203
29378.57086,-0.111756735,3.292074203
29379.57212,0.136180282,3.331777096
29380.57213,0.253386885,3.351474762
29381.57214,0.653279245,3.415492296
29382.57215,1.037769437,3.477662802
